Player,Team,POS,xG,xTC,xTP,PPAS,PCRY,PBX,PRCV,PASS,PC%,HDA,TKLA,TKL%,AERA,AER%
Álex Baena,Villarreal,ATT,0.17,0.28,0.16,3.76,1.6,0.44,4.59,40.3,66.6,2.09,1.81,49.1,1.05,45.5
Lamine Yamal,Barcelona,ATT,0.32,0.24,0.18,3.5,3.57,2.33,5.03,44.57,75,2.96,1.81,66.7,0.12,25
Rodrigo De Paul,Atletico,MID,0.06,0.23,0.19,5.27,2.33,0.16,3.86,69.39,81.8,1.61,2.04,63.5,0.43,36.4
Luka Modric,Real Madrid,MID,0.07,0.23,0.21,6.42,2.24,0.45,4.51,88.69,87.4,1.8,2.3,62.8,0.86,31.6
Pedri,Barcelona,MID,0.07,0.23,0.21,5,2.5,0.23,5.93,78.82,87.5,2.21,2.96,54.4,0.34,58.3
Raphinha,Barcelona,ATT,0.44,0.23,0.15,3.03,1.78,1.15,6.12,42.93,71.4,2.15,1.61,66.1,0.4,71.4
Óscar Mingueza,Celta Vigo,DEF,0.06,0.22,0.18,5.62,1.64,0.24,3.28,65.73,76.9,0.75,2.39,50,0.63,52.4
Johan Mojica,Mallorca,DEF,0.02,0.21,0.1,4.1,0.95,0.18,1.77,48.68,74.1,0.39,1.66,64.3,0.83,32.1
Giovani Lo Celso,Real Betis,ATT,0.12,0.2,0.16,4.2,1.12,0.39,4.43,53.68,78.7,2.22,2.34,83.3,0.78,28.6
Arda Güler,Real Madrid,ATT,0.26,0.2,0.16,3.82,1.9,0.52,4.87,57.74,86.2,3,2.61,70,1.18,38.9
Bryan Zaragoza,Osasuna,ATT,0.13,0.19,0.07,1.98,2.81,1.84,2.8,25.71,64.9,1.2,1.24,55.6,0.51,18.2
Álvaro Tejero,Espanyol,DEF,0.05,0.19,0.09,2.86,0.81,0.13,2.5,39.41,72.1,0.64,1.65,46.1,1.33,42.9
Isco,Real Betis,ATT,0.2,0.19,0.14,4.24,1.98,0.26,5.89,61.43,81.6,2.31,1.94,54,1.78,38.2
Miguel Gutiérrez,Girona,DEF,0.05,0.19,0.08,2.9,1.33,0.17,3.47,50.48,82.8,0.97,1.91,68.4,0.64,21.1
Moi Gómez,Osasuna,MID,0.04,0.18,0.09,3.16,0.68,0.1,3,47.2,80.7,0.86,1.63,76.5,1.72,33.3
Daley Blind,Girona,DEF,0.01,0.18,0.16,6.62,2.11,0.06,2.07,76.81,89,0.5,1.91,75.4,1.24,40.5
José Gayà,Valencia,DEF,0.05,0.18,0.07,3.04,0.89,0.18,2.35,45.2,78.1,0.45,3.5,76.6,0.95,42.9
Óscar De Marcos,Athletic Club,DEF,0.05,0.18,0.1,4.13,0.69,0,1.73,52.76,79.4,0.57,2.46,70.2,0.94,44.4
Frenkie de Jong,Barcelona,MID,0.09,0.18,0.18,5.27,2.77,0.14,4.26,79.92,94.8,1.82,2.03,72.4,1.12,56.3
Diego Rico,Getafe,DEF,0.01,0.18,0.09,3.48,0.36,0.11,1.05,44.9,67.5,0.49,3.16,70.9,1.29,57.8
Dani Ceballos,Real Madrid,MID,0.02,0.18,0.18,5.99,2.63,0.07,4.3,92.45,94.4,1.84,4.15,67.2,0.2,66.7
Nicolas Pépé,Villarreal,ATT,0.26,0.18,0.11,2.12,2.1,1.46,5.4,34.1,79.3,1.67,1.67,67.7,1.78,45.5
Dani Raba,Leganes,ATT,0.16,0.17,0.09,2.19,1.04,0.35,3.68,28.63,67.3,2.96,2.7,60.7,0.88,25
Fermín López,Barcelona,ATT,0.3,0.17,0.12,2.68,1.38,0.75,5.44,42.39,82.1,3.33,2.76,43.2,1.57,40
Raúl Moro,Real Valladolid,ATT,0.18,0.17,0.07,2.27,2.58,1.96,3.49,27.81,64.8,0.87,1.4,55,0.8,30.4
Yáser Asprilla,Girona,ATT,0.11,0.16,0.1,2.74,2.31,1.38,3.8,37.24,72.2,1.61,2.01,62.9,0.4,57.1
Iván Sánchez,Real Valladolid,ATT,0.03,0.16,0.07,2.81,2.21,0.51,2.46,33.4,70.8,1.58,3.06,70.4,1.25,50
Jules Koundé,Barcelona,DEF,0.06,0.16,0.13,4.05,1.04,0.13,3,67.08,86.5,1.32,2.67,75.3,1.67,56.6
Vinícius Júnior,Real Madrid,ATT,0.36,0.16,0.13,2.45,4.27,3.8,5.31,33.58,74.8,2.94,1.3,60,0.22,0
Antony,Real Betis,ATT,0.18,0.16,0.12,3.13,3.71,1.86,4.76,46.11,81.4,1.98,2.4,62.5,1.08,22.2
Pablo Fornals,Real Betis,MID,0.07,0.16,0.11,3.92,0.99,0.23,3.73,50.11,80.2,1.67,1.72,52.6,1.76,46.1
Antoine Griezmann,Atletico,ATT,0.21,0.16,0.12,2.88,1.15,0.2,5.56,48.81,75,1.17,1.71,56.9,1.44,44.2
Iñigo Martínez,Barcelona,DEF,0.03,0.16,0.16,6.39,2.95,0,1.89,79.73,91,0.29,1.01,80.7,2.91,62.9
Joan Jordán,Deportivo Alaves,MID,0.07,0.16,0.1,3.57,0.57,0,2.2,52.13,75,1.32,2.58,71.1,1.66,55.2
Rubén García,Osasuna,ATT,0.09,0.16,0.07,2.52,0.82,0.45,4.47,42.23,74.4,2.02,2.96,60,2.19,46
Sergi Cardona,Villarreal,DEF,0.08,0.16,0.08,3.03,0.83,0.19,2.33,40.4,77.6,0.61,2.78,70,1.78,56.3
Íñigo Ruíz de Galarreta,Athletic Club,MID,0.03,0.16,0.12,3.58,0.88,0.17,3.18,48.11,81.3,2.29,2.69,76.6,1.09,36.8
Pablo Maffeo,Mallorca,DEF,0.01,0.16,0.06,2.63,1.02,0.1,1.75,36.2,70.4,0.77,2.54,83.6,1.25,52.8
Iñaki Williams Arthuer,Athletic Club,ATT,0.28,0.15,0.1,1.86,1.69,1.18,4.86,25.64,63.4,1.84,0.87,67.9,1.5,56.3
Iñaki Williams,Athletic Club,ATT,0.28,0.15,0.1,1.86,1.69,1.18,4.86,25.64,63.4,1.84,0.87,67.9,1.5,56.3
André Almeida,Valencia,ATT,0.06,0.15,0.1,2.71,1.24,0.46,3.54,39.35,84.4,1.83,2.99,70.8,0.83,30
Álvaro García,Rayo Vallecano,ATT,0.25,0.15,0.07,1.87,1,0.74,4.35,27.05,64.8,1.61,1.71,62.3,0.87,37
Iago Aspas,Celta Vigo,ATT,0.2,0.15,0.14,2.72,1.22,0.56,6.09,40.43,75.8,1.76,1.07,60.9,0.6,46.1
Koke,Atletico,MID,0.06,0.15,0.12,4.54,1.24,0,2.68,69.59,87.9,1.19,3.07,69.4,0.68,50
Luis Pérez,Real Valladolid,DEF,0,0.15,0.05,2.66,0.55,0.06,1.86,38.1,75.8,0.54,1.75,74.5,1.56,32.6
Yuri Berchiche,Athletic Club,DEF,0.02,0.15,0.11,4.47,1.07,0.16,1.47,55.53,84,0.6,1.92,68.8,1.88,57.5
Marcos Alonso,Celta Vigo,DEF,0.05,0.15,0.14,5.7,2.36,0.06,1.85,73.45,89.4,0.9,1.7,65.5,3.34,61.1
Eric García,Barcelona,DEF,0.11,0.15,0.13,5.05,1.25,0.05,2.48,69.24,92,1.24,2.48,81.3,2.48,54.2
Carlos Vicente,Deportivo Alaves,ATT,0.07,0.15,0.05,1.9,1.24,0.71,3.1,29.78,63.4,1.44,2.31,55.7,2.41,35.9
Rodrygo,Real Madrid,ATT,0.23,0.15,0.11,2.89,3.03,1.81,5.56,47.18,86,1.47,1.6,56.8,0.99,30.4
José Campaña,Las Palmas,MID,0.01,0.15,0.11,4.36,0.83,0.07,2.22,57.36,84.4,1.03,2.07,70,1.31,79
Gerard Martín,Barcelona,DEF,0.05,0.15,0.11,3.62,0.85,0.08,2.45,60.31,83.1,1.22,2.07,81.5,1.61,71.4
Jon Moncayola,Osasuna,MID,0.07,0.15,0.07,2.7,0.53,0.12,2.45,39.22,74.1,1.54,3.8,69.8,1.31,48.5
Manu Fuster,Las Palmas,ATT,0.08,0.15,0.1,3.1,1.26,0.23,4.67,47.52,77,1.6,2.37,61.3,1.22,18.8
Luis Rioja,Valencia,ATT,0.06,0.15,0.06,2.26,1.57,0.7,2.92,35.46,67.6,1.38,1.79,54.1,1.08,40.5
Dani Olmo,Barcelona,ATT,0.31,0.15,0.13,2.77,1.4,0.2,6.91,42.88,81.8,2.76,1.68,64,1.21,55.6
Brian Oliván,Espanyol,DEF,0.02,0.14,0.06,3.06,0.75,0,1.94,36.72,69.1,0.48,1.76,59.1,1.04,23.1
Javi Galán,Atletico,DEF,0.01,0.14,0.05,2.48,1.76,0.32,1.89,46.93,83,1.01,3.54,68.8,2.25,46.9
Sergio Gómez,Real Sociedad,ATT,0.06,0.14,0.08,2.23,0.87,0.21,2.82,43.86,74.9,1.77,3.05,74,1.25,46.3
Gerard Moreno,Villarreal,ATT,0.18,0.14,0.12,2.53,1.47,0.66,6.41,33.59,76.8,1.76,1.76,43.8,2.2,85
Andoni Gorosabel,Athletic Club,DEF,0.01,0.14,0.06,2.76,0.55,0.06,1.93,49.77,83,0.9,3.42,75.4,2.69,41.7
Jesús Areso,Osasuna,DEF,0.02,0.14,0.07,2.82,1.39,0.21,2.53,42.17,72.4,0.83,1.85,78.3,1.26,59.6
Sergi Darder,Mallorca,ATT,0.06,0.14,0.08,2.68,1.07,0.18,3.12,39.75,75.5,1.23,2.09,58.8,0.71,56.5
Nahuel Molina,Atletico,DEF,0.04,0.14,0.1,3.68,1.3,0.15,2.56,60.58,79.9,0.72,3.59,62.9,1.13,45.5
Federico Valverde,Real Madrid,MID,0.07,0.14,0.13,4.33,1.43,0.16,3.19,60.82,89.8,1.14,1.77,75.4,1.17,67.4
Lucas Vázquez,Real Madrid,DEF,0.06,0.14,0.13,3.56,1.26,0.57,2.94,61.39,87.2,0.9,2.98,73.4,0.64,35.3
Jonathan Bamba,Celta Vigo,ATT,0.08,0.14,0.08,2.26,1.9,0.91,5.42,36.47,79.1,1.42,1.83,66.7,1.52,33.3
Kiko Femenía,Villarreal,DEF,0.01,0.14,0.08,3.75,1.19,0,1.12,54.78,89.1,0.07,2.66,65.8,0.62,29.4
Pepelu,Valencia,MID,0.02,0.14,0.11,3.88,0.75,0.05,2.16,56.51,78.8,1.33,2.53,78.2,2.07,51.1
Luis Milla,Getafe,MID,0.04,0.13,0.08,2.64,0.73,0.06,1.52,43.61,73.5,1.47,2.64,64.5,1.87,48.5
Giuliano Simeone,Atletico,ATT,0.11,0.13,0.07,2.01,1.53,0.91,4.7,34.41,75.6,1.56,1.73,67.5,1.47,32.4
Sergio Carreira,Celta Vigo,DEF,0.05,0.13,0.09,2.79,1.29,0.59,2.85,44.04,75.9,0.88,1.87,76.3,0.84,17.6
Thierry Correia,Valencia,DEF,0.05,0.13,0.11,3.42,1.29,0.98,2.25,48.11,74.8,1.85,3.82,74.3,1.31,33.3
Pau Cubarsí,Barcelona,DEF,0.03,0.13,0.13,6.25,1.84,0,1.5,81.67,93.3,0.41,1.38,79.5,3.26,57.7
Takefusa Kubo,Real Sociedad,ATT,0.15,0.13,0.08,2.31,2.76,1.9,3.89,33.71,71.8,2.85,1.79,56.9,1.02,37.9
Juan Cruz,Leganes,ATT,0.09,0.13,0.07,1.98,1.14,0.65,2.63,25.71,68,1.15,1.73,58.3,1.26,42.9
Gavi,Barcelona,ATT,0.08,0.13,0.12,3.33,1.19,0,4.01,60.45,90,3.42,3.13,76.2,3.5,44.7
Damián Rodríguez,Celta Vigo,MID,0.01,0.13,0.11,4.08,1.37,0,3.4,68.81,88.9,1.1,1.95,60.9,0.34,0
Alejandro Balde,Barcelona,DEF,0.02,0.13,0.08,2.8,2.27,0.54,2.82,53.51,88,1.08,0.94,76.9,0.9,64
Rubén Peña,Osasuna,ATT,0.06,0.13,0.07,2.39,0.97,0.2,3.34,30.39,57.6,1.18,2.95,43.3,2.07,33.3
Ander Barrenetxea,Real Sociedad,ATT,0.12,0.13,0.09,1.9,1.85,1.16,4.71,34.19,70.9,2.97,2.65,63.4,1.35,33.3
Aitor Ruibal,Real Betis,DEF,0.08,0.13,0.09,2.69,0.73,0.24,2.72,36.65,80.8,1.2,3.18,62.3,1.2,35
Andrei Ratiu,Rayo Vallecano,DEF,0.06,0.12,0.09,2.77,1.78,0.69,3.14,47.08,81.4,1.07,2.62,74.5,1.36,39.2
Alex Berenguer,Athletic Club,ATT,0.22,0.12,0.06,1.73,1.38,0.97,4.48,34.12,66,2.48,1.65,56.5,2.77,36.4
Bryan Gil,Girona,ATT,0.15,0.12,0.07,2.26,2.32,1.6,4.85,36.68,82.1,3,2.27,70.2,0.24,0
Kylian Mbappé,Real Madrid,ATT,0.6,0.12,0.1,1.77,2.88,2.61,7.48,32.67,83.2,1.81,0.37,69.2,0.29,40
Yeremy Pino,Villarreal,ATT,0.18,0.12,0.09,2.19,1.16,0.86,4.56,30.49,73.7,2.37,4.14,63.5,1.21,50
Viktor Tsyhankov,Girona,ATT,0.11,0.12,0.08,2.05,1.7,1.22,4.46,37.65,74.3,1.7,1.39,62.5,1.13,34.6
Viktor Tsygankov,Girona,ATT,0.11,0.12,0.08,2.05,1.7,1.22,4.46,37.65,74.3,1.7,1.39,62.5,1.13,34.6
Marvin Park,Las Palmas,DEF,0.02,0.12,0.04,2.23,1,0.08,2.43,38.01,73.8,1.21,3.17,66.7,2.04,37
Ronald Araujo,Barcelona,DEF,0.09,0.12,0.12,5.26,2.39,0,1.33,79.28,91.7,0.33,1.42,92.3,5.69,59.6
Fran García,Real Madrid,DEF,0.06,0.12,0.08,3.05,1.62,0.41,2.61,58.39,86.7,0.72,2.83,69.3,1.47,43.6
Samuel Lino,Atletico,ATT,0.37,0.12,0.08,2.64,2.29,1.23,5.15,43.64,79.6,1.6,3.47,50.8,1.28,58.3
Edu Expósito,Espanyol,ATT,0.08,0.12,0.08,2.75,0.92,0.16,3.46,37.53,66,1.41,2.74,65.7,1.56,50
Nico Williams,Athletic Club,ATT,0.18,0.12,0.08,1.71,3.09,2.13,4.66,29.44,70.1,1.88,2,56.3,1.13,37
Santi Comesaña,Villarreal,MID,0.14,0.12,0.11,3.29,1.02,0.19,2.99,43.48,84.8,1.55,3.77,72.3,2.53,40
Ángel Correa,Atletico,ATT,0.39,0.12,0.09,1.31,1.34,1.17,5.34,25.17,73.6,2.79,1.62,55.6,0.81,11.1
Ladislav Krejcí,Girona,DEF,0.06,0.12,0.11,5.09,2.09,0,1.22,71.42,90,0.3,1.11,69.7,2.58,67.5
Alfonso Espino,Rayo Vallecano,DEF,0.06,0.12,0.07,3.2,0.92,0.38,1.79,46.92,73.6,1.15,5.85,67.2,2.3,54.2
Mika Mármol,Las Palmas,DEF,0.02,0.11,0.09,3.92,1.04,0.07,1.54,50.49,74.5,0.44,2.7,77.5,1.65,61.2
Dani Rodríguez,Mallorca,ATT,0.13,0.11,0.06,1.68,0.81,0.19,3.69,27.69,70.1,2.11,2.3,83,2.42,45.2
Antonio Blanco,Deportivo Alaves,MID,0.03,0.11,0.08,2.84,0.47,0,1.29,38.58,78.9,1.45,3.41,57.5,1.81,45
Arnaut Danjuma,Girona,ATT,0.27,0.11,0.06,1.84,3.03,2.39,4.41,26.76,72.8,0.98,0.8,61.5,0.31,40
Adri Embarba,Rayo Vallecano,ATT,0.09,0.11,0.04,1.54,1.21,0.4,3.84,30.22,64.6,2.27,3.33,59.1,2.27,26.7
Marcos Llorente,Atletico,DEF,0.02,0.11,0.07,2.76,1.4,0.39,2.63,50.7,85.6,0.91,2.79,79.1,0.94,51.7
Julián Alvarez,Atletico,ATT,0.35,0.11,0.09,1.72,1.58,0.79,4.64,32.01,74.3,1.92,1.46,56.8,1.46,27.3
Hugo Álvarez,Celta Vigo,DEF,0.13,0.11,0.09,2.81,2.38,2.26,3.73,51.66,79,1.03,1.8,77.1,0.87,35.3
Pep Chavarría,Rayo Vallecano,DEF,0.03,0.11,0.08,2.83,1.07,0.16,2.3,48.61,80,0.59,2,76.6,1.62,44.2
Dani Vivian,Athletic Club,DEF,0.07,0.11,0.1,4.71,1.49,0,1.03,55.08,87.1,0.69,1.67,81.1,2.26,55.6
Florian Lejeune,Rayo Vallecano,DEF,0.09,0.11,0.1,4.43,1.09,0,0.86,50.28,83.8,0.27,1.61,69.7,3.71,61.2
Dani Parejo,Villarreal,MID,0.03,0.11,0.1,3.98,0.79,0,2.7,55.46,87.3,1.4,2.69,69.3,1.18,72.7
Alejandro Francés,Girona,DEF,0.02,0.11,0.08,3.62,1.26,0.07,1.19,56.76,84.2,0.35,3.22,76.1,1.26,33.3
Coba da Costa,Getafe,ATT,0.13,0.11,0.06,1.48,2.16,1.82,3.46,25.13,64.4,2.07,3.32,65,3.24,48.7
Nayef Aguerd,Real Sociedad,DEF,0.09,0.11,0.1,4.93,2.18,0,1.09,66.01,87.4,0.29,1.81,81.6,4.43,67.7
Marc Casadó,Barcelona,MID,0.06,0.11,0.11,3.45,1.15,0,4.35,69.91,89.5,1.64,3.44,67.2,1.59,25.8
Donny van de Beek,Girona,ATT,0.09,0.11,0.11,1.29,0.48,0.17,3.63,25.59,81,2.12,2.46,69.8,0.97,47.1
Pablo Barrios,Atletico,MID,0.05,0.11,0.09,3.19,1.18,0.18,3.11,53.65,85.9,1.13,2.44,66.7,1.94,61.8
Juan Foyth,Villarreal,DEF,0.13,0.11,0.1,4.11,1.44,0,1.09,51.31,87.3,0.75,1.55,82.8,3.63,58.8
Tomás Conechny,Deportivo Alaves,ATT,0.35,0.11,0.04,1.82,0.65,0.09,4.41,30.69,63.9,1.97,3,43.8,3.57,52.6
Hugo Sotelo,Celta Vigo,MID,0.01,0.11,0.09,3.38,1.13,0,4.31,65.56,85.9,1.5,2.74,61.9,0.85,23.1
Javi Guerra,Valencia,MID,0.08,0.11,0.08,2.64,1.17,0.29,3.38,42.21,78.3,1.86,2.41,61.3,1.12,45.7
Abel Bretones,Osasuna,DEF,0.02,0.11,0.06,2.42,1.07,0.23,1.86,41.23,72.6,0.89,3.21,72.3,1.31,52.9
David López,Girona,DEF,0.03,0.11,0.11,4.77,2.2,0,1.01,68.91,92,0.37,1.49,72.7,1.93,50.9
Brahim Díaz,Real Madrid,ATT,0.29,0.11,0.1,2.31,1.29,0.76,4.94,38.31,86.9,1.57,1.92,69.7,0.93,18.8
Sheraldo Becker,Real Sociedad,ATT,0.16,0.1,0.05,1.48,1.82,0.82,3.89,25.62,64.4,1.07,0.49,50,1.89,30.4
Lucien Agoumé,Sevilla,MID,0.03,0.1,0.09,3.18,0.81,0.04,2.4,47.18,82,2.11,3.14,85.4,3.07,52.5
César Azpilicueta,Atletico,DEF,0.03,0.1,0.1,4.11,1.51,0,1.89,63.41,86.4,0.38,2.82,80,2.72,48.3
Pedro Díaz,Rayo Vallecano,MID,0.16,0.1,0.09,2.07,1.01,0,3.23,37.22,79,1.72,3.18,47.9,0.86,38.5
Fernando López,Celta Vigo,ATT,0.27,0.1,0.1,1.93,1.67,0.47,5.41,31.1,83.3,2.47,1.77,53.3,1.41,16.7
Youssouf Sabaly,Real Betis,DEF,0.01,0.1,0.07,2.96,0.76,0.21,1.65,51.88,87,0.78,2.61,84,1.1,38.1
Chuki,Real Valladolid,MID,0.28,0.1,0.02,1.18,0.5,0.11,2.6,17.91,68.9,1.33,1.56,50,1.33,16.7
Kike Pérez,Real Valladolid,MID,0.14,0.1,0.07,2.54,1.03,0.28,3,39.74,78.3,1.12,3.28,76.6,1.88,44.4
Stoichkov,Deportivo Alaves,ATT,0.14,0.1,0.08,1.52,0.57,0.11,3.68,23.49,61,2.65,1.99,72.2,2.21,25
Chidera Ejuke,Sevilla,ATT,0.09,0.1,0.07,2.01,3.12,2.16,3.98,35.36,81.5,1.68,2.32,65.5,1.04,30.8
Ferran Torres,Barcelona,ATT,0.65,0.1,0.08,1.43,0.94,0.89,5.89,24.53,74.8,1.92,0.96,64.3,0.82,41.7
Dimitri Foulquier,Valencia,DEF,0.02,0.1,0.07,2.61,1.18,0.11,1.52,44.98,78.8,0.63,2.11,80,1.12,40.6
Pape Gueye,Villarreal,MID,0.12,0.1,0.1,3.02,1.07,0.29,3.72,40.97,79.7,1.62,2.26,85.7,1.98,56.4
Brais Méndez,Real Sociedad,MID,0.19,0.1,0.09,2.45,1,0.38,4.75,43.94,78.3,2.4,2.13,66.7,2.4,40.9
Jude Bellingham,Real Madrid,ATT,0.34,0.1,0.1,2.63,1.61,0.6,6,51.24,86,1.99,2.35,83.1,1.99,48.3
Íñigo Lekue,Athletic Club,DEF,0.01,0.1,0.05,2.6,0.62,0.1,1.19,45.99,78.7,0.52,2.5,66.7,0.73,71.4
Juan Iglesias,Getafe,DEF,0.03,0.1,0.05,2.05,0.51,0.11,0.99,33.79,57.2,1.13,3.44,68,2,50.7
Éder Militão,Real Madrid,DEF,0.07,0.1,0.1,4.64,1.56,0,1.33,63.12,89.4,0.44,2.03,78.3,2.92,63.6
Alberto Moleiro,Las Palmas,ATT,0.16,0.1,0.08,1.77,1.73,0.73,4.16,31.54,81.4,1.12,1.76,51.7,0.85,14.3
Aurélien Tchouaméni,Real Madrid,DEF,0.05,0.1,0.09,4.06,1.34,0,1.71,61.75,92.2,0.76,2.08,72.1,3.05,76
Manu Morlanes,Mallorca,MID,0.05,0.1,0.08,2.94,0.84,0,2.58,42.88,88.8,1.29,3.5,77.2,1.66,37
Ramon Terrats,Getafe,ATT,0.21,0.1,0.06,1.6,0.42,0.14,2.61,24.28,65.2,1.52,2.7,51.3,1.94,50
Isi Palazón,Rayo Vallecano,ATT,0.17,0.1,0.08,2.18,0.82,0.19,4.47,38.1,77.1,2.04,1.77,46.8,2.19,31
Clément Lenglet,Atletico,DEF,0.08,0.1,0.1,4.63,1.72,0,0.82,56.66,87.5,0.37,1.33,87.5,3.08,50
Ricardo Rodríguez,Real Betis,DEF,0.01,0.1,0.07,2.91,0.96,0.06,1.18,48.06,82,0.58,2.45,79,2.77,62.8
Unai López,Rayo Vallecano,MID,0.06,0.09,0.09,3.2,0.95,0.1,3.49,60.05,84.3,1.61,2.44,62,1.22,32
Yeray Álvarez,Athletic Club,DEF,0.03,0.09,0.09,3.97,1.84,0,1.09,55.02,83.8,0.6,1.43,77.4,4.16,54.4
Arthur,Girona,MID,0.02,0.09,0.09,2.89,1.96,0,4.47,63.28,92.8,1.85,3.25,67.6,0.26,0
Kirian Rodríguez,Las Palmas,MID,0.1,0.09,0.09,3.49,1.18,0.05,4.14,57.45,85.4,1.05,2.73,59.6,1.44,43.3
Albert Sambi Lokonga,Sevilla,MID,0.03,0.09,0.09,3.2,1.07,0.06,3.03,49.78,89.5,1.12,1.4,88,2.29,65.8
Javi Muñoz,Las Palmas,ATT,0.05,0.09,0.06,2.24,0.7,0.22,2.82,36.52,78.2,1.47,2.38,57.9,1.22,33.3
Antonio Rüdiger,Real Madrid,DEF,0.07,0.09,0.09,4.35,1.7,0.04,1.22,66.16,91.9,0.53,0.82,82.6,2.07,60.3
Alfon González,Celta Vigo,ATT,0.26,0.09,0.08,0.96,2.41,2.92,4.66,21.63,69.8,2.46,0.92,50,0.92,18.8
Sandro Ramírez,Las Palmas,ATT,0.12,0.09,0.05,1.65,0.87,0.94,2.83,27.74,64,1.31,1.84,60,1.1,48.1
Carlos Romero,Espanyol,DEF,0.08,0.09,0.06,1.96,0.95,0.35,2.02,32.11,71.3,1.08,3.41,67.3,1.18,37.8
Robert Navarro,Mallorca,ATT,0.16,0.09,0.07,1.91,1.57,0.79,4.04,31.23,75.3,1.98,2.58,76.9,0.79,41.7
Ilaix Moriba,Celta Vigo,MID,0.07,0.09,0.09,2.21,0.94,0.27,3.54,37.62,85.5,2.38,3.45,74.4,1.96,54.9
Juanpe,Girona,DEF,0,0.09,0.09,4.38,1.42,0,0.68,64.54,87.3,0,1.11,80,3.65,75.8
Jon Aramburu,Real Sociedad,DEF,0.03,0.09,0.07,2.88,0.54,0.07,1.22,50.93,78.4,0.94,4.47,73.7,2.52,58.7
Leandro Cabrera,Espanyol,DEF,0.05,0.09,0.08,3.48,0.7,0,0.91,40.92,75.3,0.37,1.37,79.2,3.45,63.6
Diego López,Valencia,ATT,0.18,0.09,0.06,1.59,1.13,0.61,4.74,28.61,72.1,1.98,1.83,51.7,2.13,21.4
Iván Martín,Girona,MID,0.06,0.09,0.08,2.49,1.77,0.12,4.76,56.04,90.3,1.17,1.9,66,0.85,19.1
Antonio Candela,Real Valladolid,DEF,0,0.09,0.04,2.14,0.99,0.09,1.46,40.53,77.5,0.18,1.47,56.3,0.92,30
Aimar Oroz,Osasuna,MID,0.1,0.09,0.08,2.02,1.17,0.34,3.79,31.42,82.1,2.12,1.76,54,1.09,41
Arnau Martínez,Girona,DEF,0.08,0.09,0.08,3.09,1.1,0.13,2.78,57.89,86.5,0.84,2.44,61.5,1.47,57.5
Romain Perraud,Real Betis,DEF,0.03,0.09,0.05,2.18,0.96,0.36,2.12,45.39,79.6,0.71,2.45,59.7,0.99,32
Marc Roca,Real Betis,MID,0.1,0.09,0.07,2.89,1.24,0,2.19,48.63,86.9,1.54,2.63,72.4,1.72,21.1
Adrià Pedrosa,Sevilla,DEF,0.04,0.09,0.06,2.18,0.98,0.11,1.93,42.5,74.4,0.71,2.79,71.8,1.39,30.8
Chimy Ávila,Real Betis,ATT,0.2,0.09,0.05,1.53,0.77,0.46,4.03,27.53,70.2,2.43,1.74,60,1.62,35.7
Aritz Elustondo,Real Sociedad,DEF,0.03,0.09,0.09,3.18,1.31,0.06,1.07,50.99,85.7,0.56,1.4,80,3.02,57.4
Samú Costa,Mallorca,MID,0.07,0.09,0.07,2.77,0.65,0,2.85,45.02,80.5,1.53,3.99,68,3.4,64.2
Óscar Rodríguez,Leganes,ATT,0.16,0.09,0.06,2.02,0.94,0.42,3.05,33.16,71.9,1.26,2.88,64.6,2.1,34.3
Portu,Girona,ATT,0.23,0.09,0.06,1.11,0.78,0.4,4.04,23.22,72.3,1.88,1.68,76.5,2.17,45.5
Carlos Domínguez,Celta Vigo,DEF,0.01,0.09,0.09,4.21,1.6,0,1.12,65.3,88.5,0.14,1.89,85.7,2.98,65.9
Williot Swedberg,Celta Vigo,ATT,0.29,0.09,0.08,1,1.59,1.2,4.78,21.85,73.6,1.74,1.8,76.7,1.38,34.8
Mikel Vesga,Athletic Club,MID,0.03,0.09,0.09,2.75,0.63,0.24,2.73,42.94,80.5,1.29,3.23,57.5,3.31,58.5
